,Total Land Area (acres),Number of Cows,Product ID,Quantity (liters/kg),Overall Prices,Total Value of products available,Shelf Life (days),Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg),Year of recording data,clusters
2331,168.64,74,6,778.99,52.45,40858.0255,6,230,48.7,11201.0,548,12.54,161.19,2021,2
2332,924.5,81,6,32.83,92.6,3040.058,6,25,87.94,2198.5,7,85.79,28.71,2021,0
2333,220.44,43,4,713.46,33.31,23765.3526,21,557,29.51,16437.07,156,81.17,197.1,2021,2
2334,97.72,36,5,374.48,12.68,4748.4064,21,154,11.53,1775.62,220,40.8,118.71,2021,0
2335,982.27,74,7,45.57,36.24,1651.4568,15,4,32.57,130.28,41,40.97,53.69,2021,0
2336,962.11,25,7,722.84,96.16,69508.2944,14,211,92.15,19443.65,511,25.24,121.07,2021,1
2337,919.39,92,6,562.0,57.25,32174.5,6,526,56.3,29613.8,36,39.48,63.82,2021,2
2338,286.51,39,4,19.99,90.88,1816.6912,24,5,93.44,467.2,14,23.86,146.4,2021,0
2339,322.91,21,7,558.2,98.15,54787.33,12,143,102.04,14591.72,415,94.43,53.12,2021,2
2340,744.96,19,10,960.28,68.66,65932.8248,137,956,69.79,66719.24,4,38.11,199.68,2021,1
2341,471.96,83,7,612.88,38.67,23700.0696,16,573,40.95,23464.35,39,41.88,180.08,2021,2
2342,818.31,83,5,578.21,17.6,10176.496,30,166,19.62,3256.92,412,42.95,98.0,2021,0
2343,39.75,29,9,886.87,86.14,76394.9818,7,740,87.0,64380.0,146,86.41,104.58,2021,1
2344,147.69,10,1,513.97,34.56,17762.8032,2,323,32.66,10549.18,190,33.84,173.39,2021,0
2345,901.57,24,1,574.44,33.02,18968.0088,28,106,37.48,3972.88,468,88.45,30.79,2021,0
2346,799.25,51,4,561.7,19.39,10891.363,27,82,19.72,1617.04,479,35.42,112.88,2021,0
2347,27.49,83,2,714.97,75.56,54023.1332,37,287,76.42,21932.54,427,41.49,106.19,2021,2
2348,668.45,86,2,65.85,54.62,3596.727,36,13,52.51,682.63,52,50.7,30.87,2021,0
2349,270.66,83,1,943.82,79.5,75033.69,2,415,80.64,33465.6,528,47.63,171.51,2021,1
2350,948.98,86,8,922.95,26.54,24495.093,13,136,28.24,3840.64,786,27.01,89.62,2021,0
2351,929.02,72,10,791.27,88.69,70177.7363,74,71,85.26,6053.46,720,75.67,179.47,2021,1
2352,296.09,81,1,640.3,13.48,8631.244,1,506,17.37,8789.22,134,79.93,30.42,2021,0
2353,888.92,55,3,876.31,96.72,84756.7032,41,18,100.49,1808.82,858,25.63,26.01,2021,1
2354,986.54,64,3,225.09,43.3,9746.397,30,77,42.56,3277.12,148,89.68,190.9,2021,0
2355,248.12,25,2,884.43,15.61,13805.9523,34,104,14.45,1502.8,780,96.91,146.91,2021,0
2356,415.89,24,2,934.25,83.89,78374.2325,37,670,79.53,53285.1,264,80.91,47.05,2021,1
2357,992.68,40,7,777.28,70.04,54440.6912,14,63,73.51,4631.13,714,88.38,87.7,2021,2
2358,390.94,71,9,482.9,70.87,34223.123,12,304,73.29,22280.16,178,64.41,80.12,2021,2
2359,732.3,61,8,649.16,93.28,60553.6448,8,246,93.43,22983.78,403,56.26,48.44,2021,1
2360,633.95,62,7,904.64,43.29,39161.8656,18,275,39.7,10917.5,629,54.1,114.91,2021,2
2361,392.58,10,7,64.22,63.7,4090.814,13,46,59.17,2721.82,18,75.91,21.43,2021,0
2362,481.11,36,7,374.06,63.24,23655.5544,18,319,58.71,18728.49,55,28.47,101.35,2021,2
2363,109.94,26,3,3.23,29.0,93.67,84,1,27.58,27.58,2,83.75,101.68,2021,0
2364,674.81,37,7,495.07,55.74,27595.2018,17,193,52.56,10144.08,302,71.48,112.37,2021,2
2365,473.53,86,6,777.2,23.68,18404.096,7,224,23.98,5371.52,553,80.18,80.88,2021,0
2366,47.88,44,6,744.9,68.75,51211.875,6,622,63.82,39696.04,122,29.73,107.28,2021,1
2367,260.72,61,4,686.89,59.66,40979.8574,27,108,60.78,6564.24,578,20.37,146.29,2021,2
2368,979.13,52,6,608.7,59.72,36351.564,6,90,60.43,5438.7,518,30.64,59.9,2021,2
2369,519.79,64,6,419.86,80.65,33861.709,6,99,84.84,8399.16,320,41.04,142.95,2021,2
2370,495.68,96,9,206.09,41.29,8509.4561,14,156,42.89,6690.84,50,43.42,161.09,2021,0
2371,469.27,59,7,239.87,18.81,4511.9547,12,29,15.02,435.58,210,49.59,48.96,2021,0
2372,434.68,89,1,829.62,30.35,25178.967,30,324,28.85,9347.4,505,73.58,96.28,2021,2
2373,104.42,45,6,871.45,90.98,79284.521,7,522,88.63,46264.86,349,86.32,104.32,2021,1
2374,149.98,74,9,33.79,80.49,2719.7571,10,29,83.71,2427.59,4,83.47,144.3,2021,0
2375,39.15,37,7,173.29,48.23,8357.7767,12,156,45.11,7037.16,17,65.91,154.39,2021,0
2376,244.72,55,9,707.74,68.65,48586.351,11,672,73.48,49378.56,35,50.21,131.3,2021,1
2377,397.48,74,10,236.82,50.64,11992.5648,117,45,53.49,2407.05,191,43.42,155.44,2021,0
2378,76.74,13,4,602.96,46.83,28236.6168,25,257,45.9,11796.3,345,77.59,88.45,2021,2
2379,905.56,25,1,216.88,60.63,13149.4344,1,191,59.46,11356.86,25,12.18,187.34,2021,0
2380,384.85,46,1,492.94,14.94,7364.5236,1,21,12.06,253.26,471,40.62,33.68,2021,0
2381,339.93,43,2,306.69,43.54,13353.2826,28,298,46.66,13904.68,8,17.04,21.32,2021,0
2382,947.39,96,4,820.1,51.68,42382.768,24,385,50.05,19269.25,435,62.57,108.02,2021,2
2383,699.29,52,1,37.76,49.2,1857.792,1,24,50.71,1217.04,13,79.26,198.95,2021,0
2384,52.76,61,6,126.35,48.41,6116.6035,6,17,52.32,889.44,109,57.83,54.89,2021,0
2385,348.99,54,2,809.24,93.25,75461.63,27,129,89.52,11548.08,680,78.95,180.15,2021,1
2386,352.87,49,6,734.1,56.93,41792.313,6,359,53.77,19303.43,375,73.08,196.29,2021,2
2387,896.99,88,7,280.99,67.26,18899.3874,14,227,71.58,16248.66,53,80.92,160.68,2021,0
2388,308.55,34,10,562.7,83.6,47041.72,73,387,87.22,33754.14,175,58.08,169.73,2021,1
2389,886.54,59,1,31.15,25.98,809.277,1,4,25.85,103.4,27,58.78,38.47,2021,0
2390,247.02,46,1,269.62,72.23,19474.6526,30,103,72.08,7424.24,166,82.71,93.28,2021,0
2391,765.09,87,6,924.9,32.11,29698.539,7,336,34.55,11608.8,588,99.67,184.23,2021,2
2392,317.81,31,5,233.8,74.65,17453.17,21,167,76.96,12852.32,66,74.37,134.33,2021,0
2393,780.65,85,2,214.93,14.66,3150.8738,30,25,16.39,409.75,189,29.75,55.89,2021,0
2394,516.46,11,8,547.65,32.64,17875.296,7,516,28.55,14731.8,31,85.51,155.99,2021,0
2395,710.46,12,4,420.2,42.66,17925.732,24,46,38.29,1761.34,374,57.39,166.91,2021,0
2396,668.7,88,7,579.35,84.22,48792.857,12,356,79.41,28269.96,223,10.83,164.76,2021,2
2397,900.76,24,3,13.57,16.13,218.8841,69,11,11.72,128.92,2,80.38,116.63,2021,0
2398,483.16,51,7,401.52,31.23,12539.4696,13,258,26.7,6888.6,143,71.22,48.72,2021,0
2399,594.49,12,6,873.48,44.19,38599.0812,5,348,42.55,14807.4,525,25.68,183.83,2021,2
2400,356.11,89,4,763.93,80.36,61389.4148,24,528,83.93,44315.04,235,19.25,150.45,2021,1
2401,924.1,26,10,514.58,99.22,51056.6276,78,264,97.52,25745.28,250,84.5,109.8,2021,2
2402,108.57,55,1,42.46,23.3,989.318,1,15,21.05,315.75,27,31.76,23.44,2021,0
2403,139.05,61,10,938.27,68.21,63999.3967,109,419,64.82,27159.58,519,67.97,150.6,2021,1
2404,160.46,72,5,980.29,36.56,35839.4024,25,315,33.82,10653.3,665,41.52,143.92,2021,2
2405,706.51,87,9,437.06,41.06,17945.6836,7,101,45.53,4598.53,336,61.22,39.71,2021,0
2406,575.84,59,9,17.98,93.13,1674.4774,7,7,92.39,646.73,10,68.91,192.04,2021,0
2407,888.26,72,8,16.71,18.93,316.3203,13,2,20.57,41.14,14,65.94,189.87,2021,0
2408,420.29,73,4,663.57,43.46,28838.7522,21,626,41.14,25753.64,37,15.87,111.71,2021,2
2409,871.34,32,4,119.85,47.23,5660.5155,30,36,46.36,1668.96,83,86.4,33.69,2021,0
2410,607.97,69,8,335.34,82.94,27813.0996,9,174,86.53,15056.22,161,70.83,30.51,2021,2
2411,796.29,50,2,699.13,80.8,56489.704,37,532,85.4,45432.8,167,63.72,55.62,2021,1
2412,45.65,82,2,944.63,60.76,57395.7188,36,264,58.7,15496.8,680,41.78,116.72,2021,2
2413,410.61,75,3,300.73,73.03,21962.3119,47,216,75.56,16320.96,84,66.14,132.83,2021,2
2414,712.77,47,1,403.96,43.68,17644.9728,25,288,38.99,11229.12,115,88.04,190.07,2021,0
2415,175.37,12,2,269.81,98.08,26462.9648,29,258,100.05,25812.9,11,98.44,21.44,2021,2
2416,685.61,34,6,538.58,32.78,17654.6524,5,383,32.56,12470.48,155,36.03,197.54,2021,0
2417,944.53,13,1,304.49,37.8,11509.722,1,244,37.3,9101.2,60,39.03,80.54,2021,0
2418,898.35,61,6,520.56,91.25,47501.1,7,358,91.27,32674.66,162,26.62,48.34,2021,1
2419,587.1,22,9,374.12,49.82,18638.6584,8,148,51.77,7661.96,226,81.19,36.33,2021,0
2420,696.15,63,10,442.2,48.8,21579.36,66,301,47.99,14444.99,141,66.86,150.0,2021,0
2421,651.8,65,1,757.55,26.02,19711.451,1,476,30.97,14741.72,281,67.15,189.77,2021,0
2422,491.69,100,4,309.61,85.75,26549.0575,21,307,84.81,26036.67,2,49.35,71.77,2021,2
2423,364.62,32,7,552.74,43.29,23928.1146,14,234,39.89,9334.26,318,90.09,186.53,2021,0
2424,897.65,23,7,915.38,47.59,43562.9342,13,297,50.04,14861.88,618,38.65,105.97,2021,2
2425,150.72,70,6,920.39,63.41,58361.9299,6,571,66.93,38217.03,349,79.73,155.02,2021,1
2426,69.84,63,6,785.69,65.28,51289.8432,6,66,63.07,4162.62,719,76.19,97.8,2021,2
2427,578.42,96,6,672.74,48.57,32674.9818,6,399,44.65,17815.35,273,57.72,101.23,2021,2
2428,689.88,21,3,933.08,66.08,61657.9264,40,106,62.13,6585.78,827,16.72,71.66,2021,2
2429,859.79,40,5,761.01,39.83,30311.0283,25,106,44.74,4742.44,655,31.14,183.3,2021,2
2430,876.35,34,4,727.52,39.76,28926.1952,24,300,37.65,11295.0,427,60.17,76.54,2021,2
2431,118.53,40,10,748.24,84.16,62971.8784,125,678,79.69,54029.82,70,99.93,147.63,2021,1
2432,401.73,76,7,686.06,34.07,23374.0642,16,290,32.93,9549.7,396,45.37,94.54,2021,0
2433,471.95,94,1,395.93,70.48,27905.1464,21,344,68.52,23570.88,51,77.22,85.26,2021,2
2434,388.53,38,7,830.93,40.56,33702.5208,12,377,37.88,14280.76,453,11.67,27.71,2021,2
2435,417.43,23,7,473.1,50.13,23716.503,12,409,45.27,18515.43,64,50.68,139.37,2021,2
2436,525.93,60,5,550.42,10.16,5592.2672,26,507,12.1,6134.7,43,19.27,76.85,2021,0
2437,61.48,92,7,143.94,28.97,4169.9418,13,104,33.31,3464.24,39,91.32,48.89,2021,0
2438,409.37,92,9,289.39,34.11,9871.0929,12,77,37.85,2914.45,212,45.39,27.63,2021,0
2439,971.54,28,4,732.04,89.03,65173.5212,23,417,90.03,37542.51,315,58.85,153.46,2021,1
2440,568.21,42,4,868.13,86.01,74667.8613,22,458,89.81,41132.98,410,28.31,79.08,2021,1
2441,226.52,53,5,351.11,58.25,20452.1575,29,305,62.31,19004.55,46,51.48,147.89,2021,2
2442,319.19,66,3,323.24,87.72,28354.6128,82,76,91.91,6985.16,247,17.73,90.55,2021,2
2443,583.88,79,1,285.91,96.14,27487.3874,23,226,99.05,22385.3,59,68.02,168.59,2021,2
2444,289.99,87,1,605.55,66.47,40250.9085,26,310,65.99,20456.9,295,82.45,104.04,2021,2
2445,326.54,48,3,338.79,84.66,28681.9614,55,32,83.14,2660.48,306,61.48,99.28,2021,2
2446,872.57,44,2,203.16,41.89,8510.3724,37,178,46.85,8339.3,25,90.54,126.68,2021,0
2447,539.44,81,7,841.9,15.66,13184.154,15,106,20.07,2127.42,735,37.27,143.07,2021,0
2448,402.15,86,4,433.13,61.44,26611.5072,30,413,59.56,24598.28,20,83.76,30.38,2021,2
2449,820.61,44,8,370.57,66.34,24583.6138,12,331,67.26,22263.06,39,85.09,68.25,2021,2
2450,149.92,41,5,228.94,74.04,16950.7176,26,121,71.53,8655.13,107,64.47,141.26,2021,0
2451,335.69,90,8,503.61,69.3,34900.173,12,82,69.46,5695.72,421,86.98,111.05,2021,2
2452,408.05,21,3,846.54,35.34,29916.7236,34,117,36.52,4272.84,729,97.06,84.98,2021,2
2453,832.77,24,1,31.27,66.73,2086.6471,1,24,69.21,1661.04,7,50.75,74.26,2021,0
2454,331.18,31,9,336.66,50.63,17045.0958,13,105,47.07,4942.35,231,26.48,42.05,2021,0
2455,632.87,25,4,692.74,68.86,47702.0764,21,22,68.86,1514.92,670,63.08,119.33,2021,2
2456,743.95,93,5,334.02,41.27,13785.0054,21,122,37.96,4631.12,212,20.35,184.94,2021,0
2457,882.8,52,10,706.76,28.84,20382.9584,118,310,28.51,8838.1,396,76.64,77.17,2021,0
2458,167.94,10,9,208.39,66.79,13918.3681,12,20,62.0,1240.0,188,46.49,168.75,2021,0
2459,810.98,59,2,763.35,45.25,34541.5875,29,671,48.0,32208.0,92,96.54,54.57,2021,2
2460,544.03,61,7,529.52,13.73,7270.3096,15,356,13.68,4870.08,173,47.2,120.5,2021,0
2461,575.1,33,5,185.74,54.27,10080.1098,27,132,53.42,7051.44,53,48.28,105.11,2021,0
2462,405.05,53,2,684.22,89.09,60957.1598,26,216,88.68,19154.88,468,73.73,78.66,2021,1
2463,812.67,96,6,219.46,18.13,3978.8098,5,143,21.36,3054.48,76,44.73,134.83,2021,0
2464,650.25,27,9,393.33,36.9,14513.877,10,370,34.06,12602.2,23,60.16,157.73,2021,0
2465,716.21,75,1,666.57,20.54,13691.3478,21,277,23.91,6623.07,389,79.72,188.82,2021,0
2466,338.12,48,8,556.16,21.51,11963.0016,14,157,22.77,3574.89,399,36.69,189.14,2021,0
2467,490.5,60,9,831.69,94.5,78594.705,12,188,89.73,16869.24,643,18.04,84.94,2021,1
2468,963.53,81,7,259.1,76.34,19779.694,18,121,74.55,9020.55,138,79.07,169.99,2021,0
2469,443.17,76,8,111.84,68.89,7704.6576,10,103,66.19,6817.57,8,59.46,168.18,2021,0
2470,785.63,51,8,329.79,69.76,23006.1504,14,194,70.42,13661.48,135,10.53,92.24,2021,2
2471,229.56,63,9,253.26,89.17,22583.1942,8,16,86.94,1391.04,237,56.31,36.51,2021,0
2472,894.19,44,7,687.22,26.68,18335.0296,17,301,23.81,7166.81,386,35.59,50.22,2021,0
2473,544.21,14,5,704.0,95.38,67147.52,27,386,98.03,37839.58,318,70.43,93.49,2021,1
2474,196.02,57,6,379.21,49.71,18850.5291,7,318,48.73,15496.14,61,34.77,118.0,2021,0
2475,778.21,19,10,556.64,50.81,28282.8784,106,177,54.8,9699.6,379,40.95,146.95,2021,2
2476,322.16,70,3,267.72,55.49,14855.7828,42,246,53.29,13109.34,21,83.41,152.82,2021,0
2477,230.32,82,7,864.34,21.65,18712.961,15,702,18.25,12811.5,162,86.32,113.84,2021,0
2478,800.16,25,5,739.0,87.21,64448.19,29,381,91.04,34686.24,358,71.88,66.44,2021,1
2479,268.06,58,9,230.42,50.2,11567.084,12,52,53.73,2793.96,178,91.29,167.14,2021,0
2480,749.86,59,9,71.58,65.91,4717.8378,10,56,62.94,3524.64,15,45.5,81.4,2021,0
2481,740.75,10,6,45.34,86.09,3903.3206,7,6,90.98,545.88,39,24.92,40.27,2021,0
2482,149.8,56,7,936.96,76.27,71461.9392,17,120,76.49,9178.8,816,94.86,195.1,2021,1
2483,526.13,57,4,97.19,45.01,4374.5219,28,53,46.92,2486.76,44,23.1,105.15,2021,0
2484,652.54,23,4,498.06,15.26,7600.3956,25,372,12.23,4549.56,126,17.99,62.07,2021,0
2485,225.74,79,4,70.27,35.14,2469.2878,24,38,37.2,1413.6,32,43.18,170.33,2021,0
2486,471.06,59,4,536.99,11.53,6191.4947,25,462,14.48,6689.76,74,86.86,142.12,2021,0
2487,926.0,15,5,322.8,25.46,8218.488,24,16,20.59,329.44,306,29.81,191.71,2021,0
2488,747.65,50,5,130.61,67.82,8857.9702,23,72,64.87,4670.64,58,54.75,127.19,2021,0
2489,661.59,82,7,333.37,46.55,15518.3735,18,134,45.1,6043.4,199,34.95,181.79,2021,0
2490,147.87,19,9,619.82,64.19,39786.2458,14,110,62.44,6868.4,509,65.07,111.83,2021,2
2491,340.18,90,3,159.33,77.72,12383.1276,81,144,82.38,11862.72,15,56.54,76.45,2021,0
2492,47.11,20,10,881.62,23.53,20744.5186,143,163,19.85,3235.55,718,72.7,29.15,2021,0
2493,491.93,53,9,673.76,58.59,39475.5984,10,199,54.37,10819.63,474,17.07,83.06,2021,2
2494,483.82,80,2,625.21,75.8,47390.918,31,244,71.81,17521.64,381,18.34,97.24,2021,2
2495,311.03,68,7,386.63,70.41,27222.6183,14,217,75.2,16318.4,169,25.66,44.34,2021,2
2496,318.07,77,5,622.23,43.07,26799.4461,21,363,43.71,15866.73,259,34.73,142.88,2021,2
2497,356.67,68,1,48.64,54.59,2655.2576,2,35,52.16,1825.6,13,44.25,37.25,2021,0
2498,606.35,14,1,319.33,14.75,4710.1175,2,48,15.52,744.96,271,17.97,113.1,2021,0
2499,971.23,29,5,656.52,42.81,28105.6212,22,280,41.48,11614.4,376,40.89,174.87,2021,2
2500,220.42,36,7,450.59,47.43,21371.4837,15,8,44.5,356.0,442,85.03,171.29,2021,0
2501,744.96,95,7,476.07,19.13,9107.2191,17,189,17.15,3241.35,287,93.17,50.8,2021,0
2502,705.47,32,5,504.12,55.42,27938.3304,29,176,50.95,8967.2,328,21.71,96.97,2021,2
2503,806.56,29,4,447.21,37.33,16694.3493,24,170,33.9,5763.0,277,45.11,54.21,2021,0
2504,811.74,20,10,637.63,41.77,26633.8051,82,333,45.55,15168.15,304,79.94,81.19,2021,2
2505,488.09,16,10,414.48,98.33,40755.8184,70,124,100.67,12483.08,290,99.56,33.52,2021,2
2506,70.7,73,8,182.47,15.26,2784.4922,13,142,13.65,1938.3,40,53.18,36.05,2021,0
2507,577.44,37,8,926.47,51.8,47991.146,9,176,51.86,9127.36,750,33.32,110.18,2021,2
2508,127.74,32,3,292.16,92.86,27129.9776,69,177,88.29,15627.33,115,87.91,27.03,2021,2
2509,993.77,25,2,51.22,77.94,3992.0868,37,10,81.64,816.4,41,45.3,112.66,2021,0
2510,424.95,59,7,297.13,90.18,26795.1834,13,145,90.98,13192.1,152,50.87,145.96,2021,2
2511,938.25,20,10,492.87,26.2,12913.194,131,80,27.03,2162.4,412,85.41,60.88,2021,0
2512,871.71,61,5,71.09,94.67,6730.0903,21,1,95.8,95.8,70,63.0,80.82,2021,0
2513,127.18,32,9,249.78,78.35,19570.263,8,101,82.02,8284.02,148,35.43,175.74,2021,0
2514,179.64,89,4,260.87,72.07,18800.9009,25,168,71.34,11985.12,92,79.82,117.04,2021,0
2515,536.15,59,9,423.6,14.77,6256.572,11,241,19.74,4757.34,182,50.62,97.1,2021,0
2516,725.53,35,9,131.11,98.36,12895.9796,9,10,102.76,1027.6,121,82.32,115.55,2021,0
2517,259.15,37,4,357.27,36.88,13176.1176,26,77,38.84,2990.68,280,98.6,44.61,2021,0
2518,545.79,25,9,124.82,67.53,8429.0946,14,101,68.87,6955.87,23,20.28,21.61,2021,0
2519,515.41,97,6,473.16,41.2,19494.192,7,419,43.48,18218.12,54,19.48,86.6,2021,0
2520,651.52,89,4,462.1,95.72,44232.212,29,224,94.93,21264.32,238,24.85,117.69,2021,2
2521,409.51,99,8,947.83,69.16,65551.9228,10,20,73.88,1477.6,927,87.48,113.95,2021,2
2522,848.08,54,9,823.99,60.98,50246.9102,13,493,57.94,28564.42,330,10.54,194.23,2021,1
2523,676.85,18,6,549.43,47.89,26312.2027,7,1,48.72,48.72,548,89.49,68.45,2021,0
2524,890.67,39,3,107.72,74.64,8040.2208,73,43,73.24,3149.32,64,83.06,61.44,2021,0
2525,658.28,69,10,380.9,30.48,11609.832,72,377,29.44,11098.88,3,34.93,41.21,2021,0
2526,299.33,58,1,662.83,73.51,48724.6333,23,131,75.47,9886.57,531,61.61,147.88,2021,2
2527,68.96,89,8,834.3,42.76,35674.668,8,422,40.01,16884.22,412,18.43,136.69,2021,2
2528,812.47,52,8,155.81,24.45,3809.5545,13,144,20.14,2900.16,11,82.0,40.57,2021,0
2529,419.08,32,5,555.95,12.12,6738.114,24,117,9.93,1161.81,438,51.86,102.63,2021,0
2530,346.91,94,8,456.87,47.96,21911.4852,14,390,47.82,18649.8,66,73.97,133.55,2021,2
2531,305.6,55,5,286.69,71.46,20486.8674,25,200,68.37,13674.0,86,50.8,156.35,2021,0
2532,316.89,35,5,561.73,73.83,41472.5259,24,473,75.0,35475.0,88,68.18,74.53,2021,2
2533,259.04,10,2,152.89,83.32,12738.7948,29,105,84.53,8875.65,47,33.69,166.41,2021,0
2534,998.12,10,10,948.93,36.86,34977.5598,106,37,35.31,1306.47,911,93.76,103.21,2021,2
2535,192.44,25,7,438.86,43.07,18901.7002,15,154,45.32,6979.28,284,73.29,62.88,2021,0
2536,765.1,79,10,4.38,98.93,433.3134,148,2,103.61,207.22,2,34.9,74.74,2021,0
2537,92.68,57,3,283.63,85.5,24250.365,80,262,80.74,21153.88,21,50.8,122.69,2021,2
2538,100.11,10,9,603.83,23.55,14220.1965,14,321,25.31,8124.51,282,60.82,135.35,2021,0
2539,771.23,43,3,18.63,41.98,782.0874,83,15,39.4,591.0,3,32.58,188.97,2021,0
2540,500.82,71,2,656.84,45.39,29813.9676,38,201,45.43,9131.43,455,82.45,61.96,2021,2
2541,568.48,19,9,324.78,45.25,14696.295,11,316,45.46,14365.36,8,18.53,144.57,2021,0
2542,612.55,39,2,727.6,42.71,31075.796,29,288,38.99,11229.12,439,72.42,196.53,2021,2
2543,885.53,71,2,687.35,79.07,54348.7645,35,7,80.54,563.78,680,59.54,169.61,2021,2
2544,637.74,28,8,844.65,88.8,75004.92,11,446,90.06,40166.76,398,16.26,159.11,2021,1
2545,934.82,40,9,471.67,79.98,37724.1666,8,421,75.57,31814.97,50,93.96,69.79,2021,2
2546,651.12,48,9,422.35,21.22,8962.267,10,248,18.03,4471.44,174,29.27,145.63,2021,0
2547,412.03,86,1,985.85,50.2,49489.67,26,326,51.0,16626.0,659,95.57,164.36,2021,2
2548,389.58,36,5,675.77,52.35,35376.5595,24,6,54.41,326.46,669,15.3,106.03,2021,2
2549,207.78,63,3,395.78,41.2,16306.136,53,82,44.9,3681.8,313,69.83,61.26,2021,0
2550,69.87,91,5,328.65,39.27,12906.0855,28,38,38.0,1444.0,290,13.96,68.24,2021,0
2551,387.83,19,4,595.15,57.48,34209.222,30,311,55.32,17204.52,284,92.48,156.75,2021,2
2552,233.14,96,6,163.34,85.87,14026.0058,6,102,89.82,9161.64,61,13.46,53.32,2021,0
2553,596.41,64,7,907.28,27.57,25013.7096,17,8,23.95,191.6,899,24.79,153.76,2021,0
2554,457.47,27,7,742.42,29.74,22079.5708,17,309,27.2,8404.8,433,91.88,44.77,2021,0
2555,184.34,95,4,85.51,19.1,1633.241,28,74,21.9,1620.6,11,91.08,70.82,2021,0
2556,703.23,75,4,97.9,58.56,5733.024,24,54,61.62,3327.48,43,44.32,75.43,2021,0
2557,25.55,25,2,611.19,78.9,48222.891,40,137,83.08,11381.96,474,88.23,155.31,2021,2
2558,983.66,28,4,205.57,15.32,3149.3324,21,73,11.57,844.61,132,98.61,114.37,2021,0
2559,921.26,37,7,948.65,96.43,91478.3195,17,217,92.55,20083.35,731,45.17,124.45,2021,1
2560,761.08,34,3,416.97,81.41,33945.5277,72,18,80.98,1457.64,398,67.99,57.19,2021,2
2561,367.26,58,9,213.11,45.26,9645.3586,11,62,44.52,2760.24,151,36.73,24.09,2021,0
2562,593.94,34,5,865.02,47.56,41140.3512,27,277,46.63,12916.51,588,25.15,122.39,2021,2
2563,220.53,73,9,243.02,23.32,5667.2264,11,145,21.87,3171.15,98,51.58,143.89,2021,0
2564,151.25,39,6,777.23,93.74,72857.5402,6,379,98.57,37358.03,398,10.52,103.34,2021,1
2565,624.5,17,3,385.07,75.28,28988.0696,55,356,75.36,26828.16,29,11.49,186.06,2021,2
2566,931.79,94,1,391.94,83.59,32762.2646,2,33,85.31,2815.23,358,32.5,178.79,2021,2
2567,878.31,88,1,416.52,56.06,23350.1112,28,276,53.4,14738.4,140,59.63,95.02,2021,2
2568,943.97,73,6,941.77,80.81,76104.4337,7,242,83.75,20267.5,699,11.48,186.31,2021,1
2569,205.71,90,1,531.42,22.87,12153.5754,2,244,18.47,4506.68,287,33.0,73.8,2021,0
2570,610.36,99,4,342.08,67.26,23008.3008,25,131,63.91,8372.21,211,77.91,185.02,2021,0
2571,427.33,76,7,908.34,81.51,74038.7934,13,166,81.0,13446.0,742,35.95,172.58,2021,1
2572,464.82,85,3,253.49,47.93,12149.7757,73,107,46.43,4968.01,146,42.95,55.2,2021,0
2573,749.35,49,1,801.1,50.72,40631.792,1,48,50.68,2432.64,753,80.28,42.85,2021,2
2574,951.8,77,10,1.24,56.94,70.6056,85,1,54.52,54.52,0,88.2,172.34,2021,0
2575,447.96,83,10,911.54,60.77,55394.2858,112,529,63.99,33850.71,382,30.55,104.4,2021,1
2576,968.19,48,6,839.1,56.07,47048.337,6,11,58.17,639.87,828,25.18,144.48,2021,2
2577,653.07,72,9,78.24,27.84,2178.2016,8,30,22.94,688.2,48,70.33,149.27,2021,0
2578,370.63,27,2,792.41,76.6,60698.606,36,127,80.77,10257.79,665,24.33,92.49,2021,2
2579,786.45,18,7,921.67,91.29,84139.2543,14,274,91.69,25123.06,647,15.88,177.76,2021,1
2580,511.69,37,6,52.54,22.47,1180.5738,5,37,24.91,921.67,15,62.63,74.55,2021,0
2581,870.74,18,1,896.14,23.83,21355.0162,1,740,22.92,16960.8,156,14.76,130.28,2021,2
2582,894.02,90,1,789.19,92.89,73307.8591,22,134,91.17,12216.78,655,73.28,135.61,2021,1
2583,421.96,98,10,655.64,68.24,44740.8736,73,489,63.75,31173.75,166,64.36,32.95,2021,2
2584,489.73,80,6,799.33,22.21,17753.1193,7,146,20.11,2936.06,653,44.41,78.93,2021,0
2585,781.68,77,4,12.6,32.48,409.248,25,7,32.2,225.4,5,98.79,123.13,2021,0
2586,206.53,37,9,7.88,14.52,114.4176,11,6,15.07,90.42,1,85.27,36.57,2021,0
2587,952.66,40,9,196.23,27.12,5321.7576,9,81,23.77,1925.37,115,81.8,76.07,2021,0
2588,946.3,86,2,231.0,52.17,12051.27,26,160,51.5,8240.0,71,12.23,174.01,2021,0
2589,275.64,94,5,473.17,16.41,7764.7197,23,329,19.7,6481.3,144,74.88,118.71,2021,0
2590,630.23,43,1,187.99,99.7,18742.603,22,101,104.51,10555.51,86,17.38,192.07,2021,0
2591,736.1,52,8,512.73,96.18,49314.3714,11,392,92.12,36111.04,120,67.28,155.07,2021,1
2592,960.88,90,7,508.65,92.9,47253.585,13,456,89.34,40739.04,52,82.56,71.02,2021,1
2593,908.17,66,7,945.13,46.92,44345.4996,18,157,49.02,7696.14,788,29.48,31.31,2021,2
